每	B-r	O
痛	S-a	O
、	S-wn	O
乏	B-a	O
力	E-a	O
、	S-wn	O
全	B-n	O
身	E-n	O
酸	B-a	O
痛	E-a	O
、	S-wn	O
畏	S-vg	O
寒	S-ag	O
、	S-wn	O
食	B-n	O
欲	E-n	O
减	B-v	O
退	E-v	O
等	S-udeng	O
症	B-n	O
状	E-n	O
，	S-wd	O
流	S-v	O
涕	S-ng	O
、	S-wn	O
喷	B-n	O
嚏	E-n	O
症	B-n	O
状	E-n	O
相	B-d	O
对	E-d	O
较	S-d	O
轻	S-a	O
，	S-wd	O
部	B-m	O
分	E-m	O
患	B-n	B-gro
者	E-n	E-gro
也	S-d	O
有	S-vyou	O
咳	B-vi	O
嗽	E-vi	O
、	S-wn	O
咳	S-v	O
痰	S-n	O
的	S-ude1	O
表	B-vn	O
现	E-vn	O
，	S-wd	O
甚	B-d	O
至	E-d	O
出	B-v	O
现	E-v	O
腹	B-v	S-nb
泻	E-v	O
、	S-wn	O
呕	B-vi	O
吐	E-vi	O
等	S-udeng	O
消	B-n	B-nb
化	I-n	I-nb
道	E-n	E-nb
症	B-n	O
状	E-n	O
。	S-wj	O

潘	S-nr1	B-nr
兴	B-nr2	I-nr
飞	E-nr2	E-nr
提	B-v	O
醒	E-v	O
，	S-wd	O
婴	B-n	B-gro
幼	I-n	I-gro
儿	E-n	E-gro
、	S-wn	O
老	B-n	B-gro
人	E-n	E-gro
、	S-wn	O
孕	B-n	B-gro
妇	E-n	E-gro
、	S-wn	O
肥	B-an	O
胖	E-an	O
和	S-cc	O
基	B-n	O
础	E-n	O
病	S-n	O
较	S-d	O
多	S-a	O
的	S-ude1	O
患	B-n	B-gro
者	E-n	E-gro
容	B-ad	O
易	E-ad	O
发	B-v	O
展	E-v	O
为	S-p	O
重	B-n	O
症	E-n	O
，	S-wd	O
病	B-n	O
情	E-n	O
进	B-vn	O
展	E-vn	O
迅	B-a	O
速	E-a	O
，	S-wd	O
可	S-v	O
继	S-dg	O
发	S-v	O
严	B-a	O
重	E-a	O
的	S-ude1	O
肺	B-n	B-dis
炎	E-n	E-dis
、	S-wn	O
急	B-b	B-dis
性	E-b	I-dis
呼	B-v	I-dis
吸	E-v	I-dis
窘	B-a	I-dis
迫	E-a	I-dis
综	B-n	I-dis
合	I-n	I-dis
征	E-n	E-dis
、	S-wn	O
肺	S-n	B-dis
出	S-vf	I-dis
血	S-n	E-dis
、	S-wn	O
胸	B-n	B-dis
腔	E-n	I-dis
积	S-v	I-dis
液	S-ng	E-dis
、	S-wn	O
全	S-a	B-nb
血	B-n	I-nb
细	I-n	I-nb
胞	E-n	E-nb
减	B-v	O
少	E-v	O
等	S-udeng	O
，	S-wd	O
要	S-v	O
高	B-d	O
度	E-d	O
警	B-v	O
惕	E-v	O
。	S-wj	O

预	B-v	O
防	E-v	O
流	B-n	B-dis
感	E-n	E-dis
谨	B-v	O
记	E-v	O
这	S-rzv	O
几	S-m	O
点	S-qt	O
潘	S-nr1	B-nr
兴	B-nr2	I-nr
飞	E-nr2	E-nr
提	B-v	O
醒	E-v	O
，	S-wd	O
预	B-v	O
防	E-v	O
流	B-n	B-dis
感	E-n	E-dis
，	S-wd	O
日	B-b	O
常	E-b	O
要	S-v	O
尽	B-d	O
量	E-d	O
减	B-v	O
少	E-v	O
进	B-v	O
入	E-v	O
人	B-n	O
群	E-n	O
密	B-a	O
集	E-a	O
区	B-n	O
域	E-n	O
，	S-wd	O
在	S-p	O
公	B-n	O
共	I-n	O
场	I-n	O
所	E-n	O
可	S-v	O
佩	B-v	O
戴	E-v	O
口	B-n	O
罩	E-n	O
，	S-wd	O
接	B-v	O
触	E-v	O
可	B-a	O
疑	E-a	O
的	S-ude1	O
流	B-n	B-gro
感	E-n	I-gro
患	B-n	I-gro
者	E-n	E-gro
后	S-f	O
应	B-v	O
用	E-v	O
肥	B-n	O
皂	E-n	O
或	S-c	O
手	S-n	O
消	B-n	O
毒	I-n	O
液	E-n	O
洗	B-vi	O
手	E-vi	S-nb
，	S-wd	O
注	B-v	O
意	E-v	O
个	B-n	O
人	E-n	O
卫	B-an	O
生	E-an	O
。	S-wj	O

对	B-p	O
于	E-p	O
流	B-n	B-dis
感	E-n	E-dis
感	B-n	O
染	E-n	O
高	B-b	O
危	E-b	O
人	B-n	O
群	E-n	O
，	S-wd	O
可	S-v	O
提	B-vd	O
前	E-vd	O
接	B-v	O
种	E-v	O
流	B-n	B-med
感	E-n	I-med
疫	B-n	I-med
苗	E-n	E-med
或	S-c	O
口	B-vi	O
服	E-vi	O
奥	B-n	B-med
司	I-n	I-med
他	I-n	I-med
韦	E-n	I-med
抗	S-v	I-med
病	B-n	I-med
毒	E-n	I-med
药	B-n	I-med
物	E-n	E-med
预	B-v	O
防	E-v	O
感	B-n	O
染	E-n	O
，	S-wd	O
但	S-c	O
药	B-n	O
物	E-n	O
预	B-vn	O
防	E-vn	O
并	S-cc	O
不	S-d	O
能	S-v	O
代	B-v	O
替	E-v	O
疫	B-n	O
苗	E-n	O
接	B-vn	O
种	E-vn	O
的	S-ude1	O
效	B-n	O
果	E-n	O
。	S-wj	O

如	B-c	O
果	E-c	O
在	S-p	O
流	B-n	B-dis
感	E-n	E-dis
高	B-b	O
发	E-b	O
季	B-n	O
节	E-n	O
出	B-v	O
现	E-v	O
了	S-ule	O
突	B-vn	O
发	E-vn	O
高	B-n	O
热	E-n	O
，	S-wd	O
伴	B-v	O
随	E-v	O
全	B-n	O
身	E-n	O
乏	B-a	O
力	E-a	O
、	S-wn	O
头	B-a	S-nb
痛	E-a	O
、	S-wn	O
肌	B-n	B-nb
肉	E-n	E-nb
酸	B-a	O
痛	E-a	O
、	S-wn	O
咽	B-a	S-nb
痛	E-a	O
、	S-wn	O
食	B-n	O
欲	E-n	O
不	S-d	O
佳	S-a	O
、	S-wn	O
流	S-v	O
涕	S-ng	O
、	S-wn	O
鼻	S-ng	S-nb
塞	S-v	O
、	S-wn	O
打	B-vi	O
喷	I-vi	O
嚏	E-vi	O
、	S-wn	O
咳	B-vi	O
嗽	E-vi	O
、	S-wn	O
咳	S-v	O
痰	S-n	O
等	S-udeng	O
症	B-n	O
状	E-n	O
，	S-wd	O
应	S-v	O
尽	B-d	O
早	E-d	O
到	S-v	O
医	B-n	O
院	E-n	O
感	B-n	O
染	I-n	O
科	E-n	O
就	B-vi	O
诊	E-vi	O
，	S-wd	O
以	B-d	O
便	E-d	O
及	B-ad	O
时	E-ad	O
接	B-v	O
受	E-v	O
治	B-vn	O
疗	E-vn	O
，	S-wd	O
避	B-v	O
免	E-v	O
发	B-v	O
展	E-v	O
为	S-p	O
重	B-n	O
症	E-n	O
。	S-wj	O

（	S-wkz	O
全	S-a	O
媒	B-n	O
体	E-n	O
记	B-n	B-gro
者	E-n	E-gro
翁	S-nr1	B-nr
淑	B-nr2	I-nr
贤	E-nr2	E-nr
通	B-n	B-gro
讯	I-n	I-gro
员	E-n	E-gro
黄	S-nr1	B-nr
璀	B-nr2	I-nr
玥	E-nr2	E-nr
）	S-wky	O
(	S-wkz	O
责	S-ng	O
编	S-v	O
：	S-wp	O
许	S-nr1	B-nr
心	B-nr2	I-nr
怡	E-nr2	E-nr
、	S-wn	O
崔	S-nr1	B-nr
元	B-nr2	I-nr
苑	E-nr2	E-nr
)	S-wky	O
遇	S-v	O
病	B-n	O
毒	I-n	O
性	E-n	O
肺	B-n	B-dis
炎	E-n	E-dis
不	B-d	O
用	E-d	O
慌	S-a	O
正	B-ad	O
确	E-ad	O
佩	B-v	O
戴	E-v	O
口	B-n	O
罩	E-n	O
讲	S-v	O
“	S-wyz	O
咳	B-vi	O
嗽	E-vi	O
礼	B-n	O
仪	E-n	O
”	S-wyy	O
很	S-d	O
重	B-a	O
要	E-a	O
2	B-m	B-num
0	I-m	I-num
2	I-m	I-num
0	E-m	E-num
年	S-t	O
0	B-m	B-num
1	E-m	E-num
月	S-t	O
0	B-m	B-num
7	E-m	E-num
日	S-t	O
0	B-m	B-num
8	E-m	E-num
:	B-m	O
1	I-m	B-num
4	E-m	E-num
来	B-n	O
源	E-n	O
：	S-wp	O
中	B-ns	B-geo
国	E-ns	E-geo
青	B-n	O
年	I-n	O
报	E-n	O
武	B-ns	B-org
汉	I-ns	I-org
市	E-ns	I-org
卫	B-ng	I-org
健	I-ng	I-org
委	E-ng	E-org
1	S-m	S-num
月	S-t	O
5	S-m	S-num
日	S-t	O
晚	S-tg	O
通	B-v	O
报	E-v	O
，	S-wd	O
截	B-v	O
至	E-v	O
5	S-m	S-num
日	S-t	O
8	S-m	S-num
时	S-t	O
，	S-wd	O
全	B-n	O
市	E-n	O
共	S-d	O
报	B-v	O
告	E-v	O
符	B-v	O
合	E-v	O
不	B-v	O
明	E-v	O
原	B-n	O
因	E-n	O
的	S-ude1	O
病	B-n	B-dis
毒	I-n	I-dis
性	E-n	I-dis
肺	B-n	I-dis
炎	E-n	E-dis
诊	B-vn	O
断	E-vn	O
患	B-n	B-gro
者	E-n	E-gro
5	B-m	B-num
9	E-m	E-num
例	S-q	O
，	S-wd	O
其	B-rz	O
中	E-rz	O
重	B-n	B-gro
症	E-n	I-gro
患	B-n	I-gro
者	E-n	E-gro
7	S-m	S-num
例	S-q	O
。	S-wj	O

目	B-t	O
前	E-t	O
，	S-wd	O
所	B-b	O
有	E-b	O
患	B-n	B-gro
者	E-n	E-gro
均	S-d	O
在	S-p	O
武	B-ns	B-geo
汉	I-ns	E-geo
市	E-ns	O
医	B-n	O
疗	E-n	O
机	B-n	O
构	E-n	O
接	B-v	O
受	E-v	O
隔	B-vd	O
离	E-vd	O
治	B-v	O
疗	E-v	O
，	S-wd	O
除	S-p	O
重	B-n	O
症	E-n	O
外	S-f	O
的	S-ude1	O
患	B-n	B-gro
者	E-n	E-gro
生	B-n	O
命	E-n	O
体	B-n	O
征	E-n	O
总	B-n	O
体	E-n	O
稳	B-an	O
定	E-an	O
，	S-wd	O
无	S-v	O
死	B-vi	O
亡	E-vi	O
病	B-n	O
例	E-n	O
。	S-wj	O

病	B-n	O
原	E-n	O
鉴	B-vn	O
定	E-vn	O
和	S-cc	O
病	B-n	O
因	E-n	O
溯	B-vi	O
源	E-vi	O
工	B-vn	O
作	E-vn	O
仍	S-d	O
在	S-p	O
进	B-d	O
一	I-d	O
步	E-d	O
进	B-vx	O
行	E-vx	O
中	S-f	O
。	S-wj	O

病	B-n	B-dis
毒	I-n	I-dis
性	E-n	I-dis
肺	B-n	I-dis
炎	E-n	E-dis
多	S-ad	O
见	B-v	O
于	E-v	O
冬	S-tg	O
春	B-t	O
季	E-t	O
，	S-wd	O
可	S-c	O
散	B-v	O
发	E-v	O
或	S-c	O
暴	B-n	O
发	E-n	O
流	B-n	O
行	E-n	O
，	S-wd	O
如	B-ryv	O
何	E-ryv	O
预	B-v	O
防	E-v	O
？	S-ww	O

中	B-nt	O
青	I-nt	O
报	E-nt	O
·	S-w	O
中	B-nt	O
青	I-nt	O
网	E-nt	O
记	B-n	B-gro
者	E-n	E-gro
采	B-v	O
访	E-v	O
了	S-ule	O
北	B-nt	B-org
京	I-nt	I-org
大	I-nt	I-org
学	E-nt	I-org
第	B-m	I-org
一	E-m	I-org
医	B-n	I-org
院	E-n	E-org
感	B-n	O
染	E-n	O
管	B-vn	O
理	E-vn	O
-	S-wp	O
疾	B-n	O
病	E-n	O
预	B-vn	O
防	E-vn	O
控	B-n	O
制	I-n	O
处	E-n	O
学	B-n	O
科	E-n	O
带	B-n	O
头	I-n	O
人	E-n	O
李	S-nr1	B-nr
六	B-nr2	I-nr
亿	E-nr2	E-nr
，	S-wd	O
她	S-rr	O
表	B-v	O
示	E-v	O
，	S-wd	O
病	B-n	O
毒	E-n	O
“	S-wyz	O
青	B-v	O
睐	E-v	O
”	S-wyy	O
那	B-rz	O
些	E-rz	O
通	B-vn	O
风	E-vn	O
状	B-n	O
况	E-n	O
差	S-a	O
的	S-ude1	O
环	B-n	O
境	E-n	O
和	S-cc	O
卫	B-an	O
生	E-an	O
意	B-n	O
识	E-n	O
薄	B-a	O
弱	E-a	O
、	S-wn	O
抵	B-n	O
抗	I-n	O
力	E-n	O
低	B-a	O
下	E-a	O
的	S-ude1	O
人	B-n	O
群	E-n	O
。	S-wj	O

普	B-a	O
通	E-a	O
医	B-b	O
用	E-b	O
外	B-n	O
科	E-n	O
口	B-n	O
罩	E-n	O
可	B-v	O
以	E-v	O
起	S-vf	O
到	S-v	O
防	B-vn	O
护	E-vn	O
作	B-n	O
用	E-n	O
李	S-nr1	B-nr
六	B-nr2	I-nr
亿	E-nr2	E-nr
解	B-v	O
释	E-v	O
说	S-v	O
，	S-wd	O
病	S-n	B-dis
毒	B-n	I-dis
性	E-n	I-dis
肺	B-n	I-dis
炎	E-n	E-dis
以	S-p	O
飞	S-vi	B-nb
沫	S-w	E-nb
传	B-v	O
播	E-v	O
为	B-vi	O
主	E-vi	O
，	S-wd	O
常	B-a	O
见	E-a	O
的	S-ude1	O
病	B-n	O
原	I-n	O
体	E-n	O
是	S-vshi	O
流	B-n	B-pat
感	E-n	I-pat
病	B-n	I-pat
毒	E-n	E-pat
、	S-wn	O
副	S-b	B-pat
流	B-n	I-pat
感	E-n	I-pat
病	B-n	I-pat
毒	E-n	E-pat
、	S-wn	O
巨	S-a	B-pat
细	B-n	I-pat
胞	E-n	I-pat
病	B-n	I-pat
毒	E-n	E-pat
、	S-wn	O
腺	S-ng	B-pat
病	B-n	I-pat
毒	E-n	E-pat
、	S-wn	O
鼻	S-ng	B-pat
病	B-n	I-pat
毒	E-n	E-pat
，	S-wd	O
此	B-c	O
外	E-c	O
还	B-v	O
有	E-v	O
冠	B-n	B-pat
状	E-n	I-pat
病	B-n	I-pat
毒	E-n	E-pat
，	S-wd	O
2	B-m	B-num
0	I-m	I-num
0	I-m	I-num
3	E-m	E-num
年	S-t	O
流	B-n	O
行	E-n	O
的	S-ude1	O
非	B-nz	B-dis
典	E-nz	E-dis
（	S-wkz	O
S	B-n	B-dis
A	I-n	I-dis
R	I-n	I-dis
S	E-n	E-dis
）	S-wky	O
的	S-ude1	O
病	B-n	O
原	I-n	O
体	E-n	O
就	B-v	O
是	E-v	O
冠	B-n	B-pat
状	E-n	I-pat
病	B-n	I-pat
毒	E-n	E-pat
。	S-wj	O

鉴	B-p	O
于	E-p	O
这	B-rz	O
些	E-rz	O
病	B-n	O
毒	E-n	O
以	S-p	O
飞	B-n	B-nb
沫	E-n	E-nb
传	B-v	O
播	E-v	O
为	B-vi	O
主	E-vi	O
，	S-wd	O
因	B-c	O
此	E-c	O
预	B-v	O
防	E-v	O
病	B-n	B-dis
毒	I-n	I-dis
性	E-n	I-dis
肺	B-n	I-dis
炎	E-n	E-dis
，	S-wd	O
正	B-ad	O
确	E-ad	O
佩	B-v	O
戴	E-v	O
医	B-b	O
用	E-b	O
外	B-n	O
科	E-n	O
口	B-n	O
罩	E-n	O
是	S-vshi	O
一	B-mq	O
个	E-mq	O
重	B-a	O
要	E-a	O
方	B-n	O
法	E-n	O
。	S-wj	O

李	S-nr1	B-nr
六	B-nr2	I-nr
亿	E-nr2	E-nr
告	B-v	O
诉	E-v	O
记	B-n	B-gro
者	E-n	E-gro
，	S-wd	O
普	B-a	O
通	E-a	O
的	S-ude1	O
医	B-b	O
用	E-b	O
外	B-n	O
科	E-n	O
口	B-n	O
罩	E-n	O
就	S-d	O
可	B-v	O
以	E-v	O
起	S-vf	O
到	S-v	O
防	B-vn	O
护	E-vn	O
作	B-n	O
用	E-n	O
。	S-wj	O

戴	S-v	O
口	B-n	O
罩	E-n	O
时	S-ng	O
要	S-v	O
让	S-v	O
鼻	S-ng	S-nb
夹	S-ng	O
紧	B-v	O
贴	E-v	O
鼻	B-n	B-nb
翼	E-n	E-nb
，	S-wd	O
还	B-d	O
要	E-d	O
把	S-pba	O
口	B-n	O
罩	E-n	O
褶	B-n	O
皱	E-n	O
拉	S-v	O
至	S-p	O
下	B-n	B-nb
巴	E-n	E-nb
部	B-n	O
位	E-n	O
，	S-wd	O
保	B-v	O
证	E-v	O
鼻	B-n	B-nb
子	E-n	E-nb
和	S-cc	O
嘴	B-n	B-nb
巴	E-n	E-nb
被	S-pbei	O
完	B-ad	O
全	E-ad	O
罩	S-v	O
起	B-vf	O
来	E-vf	O
，	S-wd	O
这	B-rzv	O
样	E-rzv	O
可	B-v	O
以	E-v	O
有	B-ad	O
效	E-ad	O
预	B-v	O
防	E-v	O
以	S-p	O
飞	B-n	B-nb
沫	E-n	E-nb
传	B-v	O
播	E-v	O
为	B-vi	O
主	E-vi	O
的	S-ude1	O
病	B-n	O
毒	I-n	O
性	E-n	O
感	B-n	O
染	E-n	O
。	S-wj	O

同	B-c	O
时	E-c	O
，	S-wd	O
被	S-pbei	O
感	B-n	O
染	E-n	O
的	S-ude1	O
患	B-n	B-gro
者	E-n	E-gro
也	S-d	O
应	B-v	O
该	E-v	O
佩	B-v	O
戴	E-v	O
口	B-n	O
罩	E-n	O
，	S-wd	O
防	B-v	O
止	E-v	O
病	B-n	O
毒	E-n	O
传	B-n	O
染	E-n	O
给	S-p	O
其	B-rzv	O
他	E-rzv	O
人	S-n	O
。	S-wj	O

李	S-nr1	B-nr
六	B-nr2	I-nr
亿	E-nr2	E-nr
不	S-d	O
建	B-v	O
议	E-v	O
佩	B-v	O
戴	E-v	O
医	B-b	O
用	E-b	O
防	B-vn	O
护	E-vn	O
口	B-n	O
罩	E-n	O
，	S-wd	O
因	B-p	O
为	E-p	O
医	B-b	O
用	E-b	O
防	B-vn	O
护	E-vn	O
口	B-n	O
罩	E-n	O
虽	B-c	O
然	E-c	O
提	B-v	O
高	E-v	O
了	S-ule	O
过	B-vn	O
滤	E-vn	O
病	B-n	O
毒	E-n	O
颗	B-n	O
粒	E-n	O
的	S-ude1	O
效	B-n	O
果	E-n	O
，	S-wd	O
但	B-c	O
是	E-c	O
透	B-n	O
气	I-n	O
性	E-n	O
差	S-a	O
，	S-wd	O
长	S-a	O
时	B-n	O
间	E-n	O
佩	B-v	O
戴	E-v	O
会	S-v	O
导	B-v	O
致	E-v	O
缺	B-n	O
氧	E-n	O
，	S-wd	O
从	B-c	O
而	E-c	O
降	B-v	O
低	E-v	O
人	B-n	O
体	E-n	O
抵	B-n	O
抗	I-n	O
力	E-n	O
；	S-wf	O
只	B-c	O
有	E-c	O
在	S-p	O
预	B-v	O
防	E-v	O
经	S-p	O
空	B-n	O
气	E-n	O
传	B-vn	O
播	E-vn	O
疾	B-n	O
病	E-n	O
如	S-v	O
开	B-n	O
放	I-n	O
性	E-n	O
肺	B-n	B-dis
结	I-n	I-dis
核	E-n	E-dis
、	S-wn	O
麻	B-n	B-dis
疹	E-n	E-dis
等	S-udeng	O
疾	B-n	O
病	E-n	O
时	S-ng	O
才	S-d	O
需	B-v	O
要	E-v	O
佩	B-v	O
戴	E-v	O
医	B-b	O
用	E-b	O
防	B-vn	O
护	E-vn	O
口	B-n	O
罩	E-n	O
。	S-wj	O

在	S-p	O
预	B-v	O
防	E-v	O
病	B-n	B-dis
毒	I-n	I-dis
性	E-n	I-dis
肺	B-n	I-dis
炎	E-n	E-dis
方	B-n	O
面	E-n	O
，	S-wd	O
李	S-nr1	B-nr
六	B-nr2	I-nr
亿	E-nr2	E-nr
认	B-v	O
为	E-v	O
加	B-v	O
强	E-v	O
身	B-n	O
体	E-n	O
锻	B-vn	O
炼	E-vn	O
、	S-wn	O
提	B-v	O
高	E-v	O
自	B-rr	O
身	E-rr	O
免	B-n	O
疫	I-n	O
力	E-n	O
的	S-ude1	O
重	B-n	O
要	I-n	O
性	E-n	O
是	S-vshi	O
排	S-v	O
在	S-p	O
第	B-m	O
一	E-m	O
位	S-q	O
的	S-ude1	O
，	S-wd	O
在	S-p	O
同	B-b	O
样	E-b	O
的	S-ude1	O
环	B-n	O
境	E-n	O
中	S-f	O
，	S-wd	O
免	B-n	O
疫	I-n	O
力	E-n	O
差	S-a	O
的	S-ude1	O
人	S-n	O
更	S-d	O
容	B-a	O
易	E-a	O
被	S-pbei	O
病	B-n	O
毒	E-n	O
侵	B-vn	O
袭	E-vn	O
。	S-wj	O

此	B-c	O
外	E-c	O
，	S-wd	O
还	S-d	O
应	B-v	O
该	E-v	O
勤	S-ad	O
洗	B-vi	O
手	E-vi	S-nb
、	S-wn	O
家	B-s	O
里	E-s	O
要	S-v	O
定	B-d	O
期	E-d	O
开	S-v	O
窗	S-ng	O
通	B-vi	O
风	E-vi	O
、	S-wn	O
少	S-a	O
去	S-vf	O
人	B-n	O
群	E-n	O
密	B-a	O
集	E-a	O
区	S-n	O
。	S-wj	O

李	S-nr1	B-nr
六	B-nr2	I-nr
亿	E-nr2	E-nr
提	B-v	O
倡	E-v	O
“	S-wyz	O
咳	B-vi	O
嗽	E-vi	O
礼	B-n	O
仪	E-n	O
”	S-wyy	O
，	S-wd	O
也	S-d	O
就	B-v	O
是	E-v	O
人	S-n	O
在	S-p	O
打	B-vi	O
喷	I-vi	O
嚏	E-vi	O
或	B-c	O
者	E-c	O
咳	B-vi	O
嗽	E-vi	O
时	S-ng	O
，	S-wd	O
不	S-d	O
要	S-v	O
直	B-ad	O
接	E-ad	O
用	S-v	O
手	S-n	S-nb
去	S-vf	O
遮	B-v	O
挡	E-v	O
，	S-wd	O
应	B-v	O
该	E-v	O
用	S-p	O
纸	B-n	O
巾	E-n	O
遮	B-v	O
挡	E-v	O
，	S-wd	O
如	B-c	O
果	E-c	O
来	B-v	O
不	I-v	O
及	E-v	O
的	B-udh	O
话	E-udh	O
，	S-wd	O
要	S-v	O
用	S-p	O
胳	B-n	B-nb
膊	E-n	E-nb
遮	B-v	O
挡	E-v	O
。	S-wj	O

“	S-wyz	O
因	B-c	O
为	E-c	O
如	B-c	O
果	E-c	O
用	S-p	O
手	S-n	S-nb
遮	B-v	O
挡	E-v	O
，	S-wd	O
手	S-n	S-nb
就	S-d	O
容	B-a	O
易	E-a	O
被	S-pbei	O
病	B-n	O
毒	E-n	O
污	B-vn	O
染	E-vn	O
，	S-wd	O
人	B-n	O
们	E-n	O
在	S-p	O
接	B-vl	O
下	I-vl	O
来	E-vl	O
的	S-ude1	O
握	B-vn	O
手	E-vn	S-nb
、	S-wn	O
扶	S-v	O
栏	B-n	O
杆	E-n	O
、	S-wn	O
吃	S-v	O
东	B-n	O
西	E-n	O
、	S-wn	O
抠	S-v	O
鼻	B-n	B-nb
子	E-n	E-nb
等	S-udeng	O
动	B-n	O
作	E-n	O
中	S-f	O
都	S-d	O
会	S-v	O
用	S-p	O
到	S-v	O
手	S-n	O
，	S-wd	O
不	B-a	O
经	I-a	O
意	E-a	O
间	S-f	O
，	S-wd	O
病	B-n	O
毒	E-n	O
可	B-v	O
能	E-v	O
就	S-d	O
传	B-v	O
播	E-v	O
出	B-vf	O
去	E-vf	O
了	S-y	O
”	S-wyy	O
。	S-wj	O

我	B-n	O
国	E-n	O
医	B-n	O
疗	E-n	O
系	B-n	O
统	E-n	O
在	S-p	O
呼	B-n	B-nb
吸	I-n	I-nb
道	E-n	E-nb
传	B-n	O
染	I-n	O
病	E-n	O
方	B-n	O
面	E-n	O
的	S-ude1	O
防	S-v	O
控	S-v	O
能	B-n	O
力	E-n	O
大	B-d	O
大	E-d	O
提	B-v	O
高	E-v	O
作	B-p	O
为	E-p	O
我	B-n	O
国	E-n	O
院	S-n	O
感	S-vg	O
管	B-v	O
理	E-v	O
防	S-v	O
控	S-v	O
体	B-n	O
系	E-n	O
建	B-vn	O
设	E-vn	O
的	S-ude1	O
重	B-a	O
要	E-a	O
推	B-n	O
动	I-n	O
人	E-n	O
，	S-wd	O
李	S-nr1	B-nr
六	B-nr2	I-nr
亿	E-nr2	E-nr
参	B-v	O
与	E-v	O
制	B-v	O
定	E-v	O
过	S-uguo	O
《	S-wkz	O
中	B-ns	O
华	I-ns	O
人	I-ns	O
民	I-ns	O
共	I-ns	O
和	I-ns	O
国	E-ns	O
传	B-n	O
染	I-n	O
病	E-n	O
防	B-vn	O
治	E-vn	O
法	S-n	O
》	S-wky	O
《	S-wkz	O
医	B-n	O
院	E-n	O
预	B-vn	O
防	E-vn	O
与	S-cc	O
控	B-vn	O
制	E-vn	O
传	B-n	O
染	I-n	O
性	E-n	O
非	S-d	B-dis
典	B-n	I-dis
型	E-n	I-dis
肺	B-n	I-dis
炎	E-n	E-dis
（	S-wkz	O
S	B-n	B-dis
A	I-n	I-dis
R	I-n	I-dis
S	E-n	E-dis
）	S-wky	O
医	B-n	O
院	E-n	O
感	B-n	O
染	E-n	O
的	S-ude1	O
技	B-n	O
术	E-n	O
指	B-n	O
南	E-n	O
》	S-wky	O
等	S-udeng	O
。	S-wj	O

（	S-wkz	O
院	S-n	O
感	S-vg	O
管	B-v	O
理	E-v	O
主	B-b	O
要	E-b	O
工	B-vn	O
作	E-vn	O
目	B-n	O
标	E-n	O
是	S-vshi	O
预	B-v	O
防	E-v	O
传	B-n	O
染	I-n	O
病	E-n	O
在	S-p	O
医	B-n	O
院	E-n	O
的	S-ude1	O
暴	B-n	O
发	E-n	O
—	B-wp	O
—	E-wp	O
记	B-n	B-gro
者	E-n	E-gro
注	S-ng	O
）	S-wky	O
李	S-nr1	B-nr
六	B-nr2	I-nr
亿	E-nr2	E-nr
表	B-v	O
示	E-v	O
，	S-wd	O
面	B-v	O
对	E-v	O
这	S-rzv	O
次	S-qv	O
武	B-ns	B-geo
汉	E-ns	E-geo
病	B-n	B-dis
毒	I-n	I-dis
性	E-n	I-dis
肺	B-n	I-dis
炎	E-n	E-dis
，	S-wd	O
民	B-n	O
众	E-n	O
可	B-v	O
以	E-v	O
不	S-d	O
用	S-v	O
恐	B-an	O
慌	E-an	O
。	S-wj	O

李	S-nr1	B-nr
六	B-nr2	I-nr
亿	E-nr2	E-nr
介	B-v	O
绍	E-v	O
了	S-ule	O
一	S-m	O
位	S-q	O
患	B-n	B-gro
者	E-n	E-gro
来	B-v	O
到	E-v	O
医	B-n	O
院	E-n	O
后	S-f	O
的	S-ude1	O
分	S-n	O
诊	S-vg	O
流	B-n	O
程	E-n	O
：	S-wp	O
首	B-d	O
先	E-d	O
会	S-v	O
进	B-vx	O
行	E-vx	O
预	S-d	O
检	S-v	O
分	S-v	O
诊	S-vg	O
，	S-wd	O
将	S-p	O
患	B-n	B-gro
者	E-n	E-gro
进	B-vx	O
行	E-vx	O
分	B-vn	O
类	E-vn	O
诊	B-vn	O
治	E-vn	O
，	S-wd	O
其	B-c	O
次	E-c	O
对	S-p	O
需	B-n	O
要	E-n	O
隔	B-vn	O
离	E-vn	O
的	S-ude1	O
患	B-n	B-gro
者	E-n	E-gro
会	S-v	O
采	B-v	O
取	E-v	O
相	B-vi	O
应	E-vi	O
的	S-ude1	O
措	B-n	O
施	E-n	O
进	B-vx	O
行	E-vx	O
隔	B-vn	O
离	E-vn	O
，	S-wd	O
如	S-c	O
发	B-v	O
现	E-v	O
是	S-vshi	O
疑	S-vg	O
似	S-vg	O
传	B-n	O
染	I-n	O
病	E-n	O
患	B-n	B-gro
者	E-n	E-gro
，	S-wd	O
且	S-c	O
病	B-n	O
原	I-n	O
体	E-n	O
不	S-d	O
明	B-a	O
确	E-a	O
，	S-wd	O
会	S-v	O
进	B-vx	O
行	E-vx	O
单	B-n	O
间	E-n	O
隔	B-vn	O
离	E-vn	O
，	S-wd	O
病	B-n	O
原	I-n	O
体	E-n	O
明	B-ad	O
确	E-ad	O
则	S-d	O
可	B-v	O
以	E-v	O
是	S-vshi	O
多	B-n	O
人	E-n	O
间	S-n	O
隔	B-vn	O
离	E-vn	O
。	S-wj	O

与	B-c	O
此	I-c	O
同	I-c	O
时	E-c	O
，	S-wd	O
医	B-n	O
